case01,71.2000,71.2000,800.0000,0.0000,71.2,10,0.00
case02,384.8000,387.6000,799.9072,2.8000,384.8,5,0.00
case03,241.2000,245.8000,796.3280,3.0106,241.2,2,0.00
case04,269.2000,283.2000,791.2880,7.0925,269.2,1,0.00
