case01,71.2000,71.2000,800.0000,0.0000,71.2,10,0.00
case02,549.2000,550.3200,799.9656,2.2400,549.2,8,0.00
case03,454.0000,464.8400,799.1730,9.3611,454.0,1,0.00
case04,386.8000,396.8800,802.9000,6.0314,386.8,2,0.00
