case01,71.2000,71.2000,800.0000,0.0000,71.2,10,0.00
case02,650.0000,650.0000,799.9872,0.0000,650.0,10,0.00
case03,562.4000,562.4000,799.4829,0.0000,562.4,10,0.00
case04,394.4000,397.2800,798.2490,1.4400,394.4,2,0.00
