case01,71.2000,71.2000,800.0000,0.0000,71.2,10,0.00
case02,384.8000,387.6000,799.9164,2.8000,384.8,5,0.00
case03,235.6000,244.9200,799.8060,5.9493,235.6,2,0.00
case04,286.0000,290.8400,818.3920,3.6418,286.0,3,0.00
