case01,71.2000,71.2000,799.9999,0.0000,71.2,10,0.00
case02,384.8000,387.6000,799.9244,2.8000,384.8,5,0.00
case03,241.2000,246.2000,799.3935,3.3383,241.2,2,0.00
case04,274.8000,291.2400,676.1570,7.0392,274.8,1,0.00
